Tow,Date,Time,Month,Year,SamplingPeriod,Location,Habitat,Basin,Basin2,Latitude,Longitude,Preservative,Start Depth,End Depth,Average Depth,Tow Time,Fish Start,Fish End,Difference,Rotor Constant,Distance (m) (Difference x RC),Fish Diameter(m),Fish Dia Squared,pi,Fish Volume2,Water Temperature (oC),Temp Corrected,Source for Temp correction,EC,Salinity,EstSalinity,NTU,Secchi (cm),Warp Length (ft),Wire Angle (degrees),longfin_smelt,LFden,Pacific_herring,PHden,delta_smelt,American shad,arrow_goby,bay_pipefish,bigscale_logperch,bluegill,cheekspot_goby,Chinook_salmon,common_carp,fish_eggs,gobies,golden_shiner,inland_silverside,inland_silverside_eggs,jacksmelt,larval_postlarval_fish,longjaw_mudsucker,minnows_and_carps,No_eggs,no_fish,northern_anchovy,Pacific_staghorn_sculpin,prickly_sculpin,rainwater_killifish,Sample_Voided,shimofuri_goby,smelts,splittail,striped_bass,striped bass eggs,sunfishes,threadfin_shad,threespine_stickleback,tule_perch,wakasagi_smelt,white_croaker,yellowfin_goby,Mysid,Mysid Den,Comments,,,,,,,
,3/13/2017,10:22:00 AM,3,2017,1,Dunbarton Bridge,Shoal,South Bay,South Bay,37.503922,-122.121883,,9,5.1,7.05,10,929029,946453,17424,26873,468.24,0.75,0.5625,3.14,206.7552911,15.4,,,14152,9.058637312,9.058637312,27.4,34,,,0,0,23,,0,0,37,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,17,0,1,0,,0,0,0,0,0,0,0,0,0,0,0,73,,,,,,,,,,
169,3/10/2017,2:07:00 PM,3,2017,1,Channel,Channel Bottom,SBP,San Pablo Bay,38.017542,-122.404128,Formadahyde,38.9,36.2,37.6,10,882310,899736,17426,26873,468.29,0.75,0.5625,3.14,206.7790233,12.27,12.27,Regression,29264,,20.2,38,60,,,1,4.836080488,27,130.5741732,0,,2,,0,0,0,0,0,,0,0,0,,0,0,0,,,0,0,0,6,0,,0,0,0,0,,0,,0,,0,0,146,5,241.8040244,,,,,,,,
109,3/8/2016,12:10:00 PM,3,2016,1,Grizzly Bay,Shoal,SB,SB,38.13215,-122.045874,,6.9,7.3,7.1,10,871939,889379,17440,26873,468.67,0.75,0.5625,3.14,206.945149,9.45,,,8535,4.75,5.3,39.2,,,,1,4.832198314,34,336.5767043,0,0,,,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,,0,,0,0,0,0,0,0,4,0,0,2,,,,,,,,,,,
,3/13/2017,12:52:00 PM,3,2017,1,Coyote Creek,Tidal Marsh,South Bay,South Bay,37.458677,-122.020335,,16,,16,10,17992,35460,17468,26873,469.42,0.75,0.5625,3.14,207.2774004,17.32,,,10886,6.853714988,6.853714988,64.2,18,,,33,159.2069369,865,,0,0,252,1,0,0,0,0,0,0,0,0,0,0,0,5,27,0,0,0,0,0,46,0,,0,0,0,0,0,0,0,0,0,0,0,2252,,,,,,,,,,
107,3/8/2016,11:10:00 AM,3,2016,1,Grizzly West,Shoal,SB,SB,38.057314,-122.120108,,3.8,3.7,3.75,10,839586,857060,17474,26873,469.58,0.75,0.5625,3.14,207.3485971,9.83,,,12965,7.47,8.3,62.1,,,,0,0,0,0,0,0,,,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
194,3/23/2017,11:10:00 AM,3,2017,1,SanPablo OW,Shoal,SBP,San Pablo Bay,38.021233,-122.45633,Formadahyde,9.3,7.7,8.5,10,516662,534140,17478,26873,469.69,0.75,0.5625,3.14,207.3960616,14.25,14.25,Regression,8916,,5.6,8.8,88,,,0,0,4,19.28676933,0,,0,,0,0,0,0,0,,0,0,0,,0,0,0,,,0,0,0,0,0,,0,0,0,0,,0,,0,,0,0,0,0,0,,,,,,,,
95,2/23/2017,8:40:00 AM,2,2017,1,Carquinez Straight,Channel Surface,WSB,SB,38.059177,-122.270425,Formadahyde,35.8,,35.8,10,42785,60287,17502,26873,470.33,0.75,0.5625,3.14,207.6808485,11.8,11.8,SLS 405,218,0.11,0.1,80.9,,na,na,0,0,0,0,0,,0,,1,0,0,0,0,,0,0,0,,0,0,0,,,0,0,0,144,0,,0,0,0,0,,0,,0,,0,0,4,0,0,zoop net may have been twisted,,,,,,,
110,3/8/2016,12:32:00 PM,3,2016,1,Grizzly,Shoal,SB,SB,38.1309,-122.012549,,8.1,7.4,7.75,10,889379,906942,17563,26873,471.97,0.75,0.5625,3.14,208.4046819,8.67,,,11862,6.76,7.6,75.1,,,,0,0,0,0,0,0,,,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
135,3/6/2017,2:29:00 PM,3,2017,1,Grizzly Bay,Shoal,SB,SB,38.10213,-122.003078,Formadahyde,5,4.5,4.8,10,644175,661747,17572,26873,472.21,0.75,0.5625,3.14,208.511477,9.9,9.9,SLS 602,590,0.29,0.3,110.1,17,na,na,0,0,0,0,0,,0,,0,0,0,0,0,,0,0,0,,0,0,0,,,0,0,0,1419,0,,0,0,1,0,,0,,0,,0,0,0,0,0,,,,,,,,
31,1/26/2016,1:27:00 PM,1,2016,1,Winter,Shoal,SB,SB,38.055211,-121.85588,,5.6,7.4,6.5,10,721043,738625,17582,26873,472.48,0.75,0.5625,3.14,208.6301382,6.81,,,,0.21,0,,,,,8,38.34537076,0,0,0,0,,,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,,0,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
238,4/5/2017,8:37:00 AM,4,2017,2,SanPablo OW,Shoal,SBP,San Pablo Bay,38.0242,-122.302802,Formadahyde,5.4,5.4,5.4,10,267982,285579,17597,26873,472.88,0.75,0.5625,3.14,208.80813,16.34,16.34,Regression,9985,5.66,6.3,32.15,27,,,6,28.73451336,230,1101.489679,0,,23,,0,0,0,0,0,,0,0,0,,0,0,0,,,0,0,0,13,0,,0,0,0,0,,0,,4,,0,0,0,37,1771.961657,,,,,,,,
198,3/23/2017,12:55:00 PM,3,2017,1,SanPablo OW,Shoal,SBP,San Pablo Bay,38.021557,-122.309618,Formadahyde,9.1,8.7,8.9,10,583359,600957,17598,26873,472.91,0.75,0.5625,3.14,208.8199961,15.17,15.17,Regression,8612,,5.4,18.8,37,,,1,4.788813421,3,14.36644026,0,,0,,0,0,0,0,0,,0,0,0,,0,0,0,,,0,2,0,1,0,,0,0,0,0,,0,,1,,0,0,0,0,0,fish preserved in small jar,,,,,,,
20,1/25/2017,12:48:00 PM,1,2017,1,SanPablo OW,Channel Bottom,SBP,San Pablo Bay,37.986777,-122.438532,Formadahyde,42,30,36,10,121451,139064,17613,26873,473.31,0.75,0.5625,3.14,208.9979879,8.35,8.35,Regression,2395,1.42,1.4,44.8,12,na,na,11,52.63208565,1766,8449.842114,0,,0,,0,0,0,0,0,,0,0,0,,0,0,0,,,0,0,0,3,0,,0,0,0,0,,0,,0,,0,0,7,2,95.69470118,deep tow,,,,,,,
125,3/6/2017,10:05:00 AM,3,2017,1,Shoal,Shoal,SB,SB,38.070075,-121.834657,Formadahyde,2,10.9,6.5,10,501587,519200,17613,26873,473.31,0.75,0.5625,3.14,208.9979879,11.2,11.2,SLS 513,224,0.11,0.1,46.3,18,na,na,0,0,0,0,0,,0,,0,0,0,0,0,,0,0,0,,0,0,0,,,0,0,0,75,0,,0,0,1,0,,0,,0,,0,0,0,0,0,,,,,,,,
160,3/10/2017,8:31:00 AM,3,2017,1,Behind rock wall,Shoal,SBP,San Pablo Bay,38.059182,-122.290525,Formadahyde,8.4,8.5,8.5,10,749291,766905,17614,26873,473.34,0.75,0.5625,3.14,209.009854,12.92,12.92,Regression,4455,,2.7,33.4,31,na,na,54,258.3610244,53,253.576561,0,,0,,0,0,0,0,0,,0,0,0,,0,0,0,,,0,0,0,111,0,,0,0,1,0,,0,,1,,0,0,3,0,0,,,,,,,,
62,2/10/2017,8:58:00 AM,2,2017,1,Behind rock wall,Shoal,SBP,San Pablo Bay,38.075717,-122.304132,Formadahyde,8,8.8,8.4,10,573305,590925,17620,26873,473.50,0.75,0.5625,3.14,209.0810508,10.75,10.75,Regression,484,0.23,0.3,65,19,na,na,2,9.565668398,4,19.13133679,0,,0,,0,0,0,0,0,,0,0,0,,0,0,0,,,0,0,0,91,0,,0,0,0,0,,0,,0,,0,0,19,8,382.6267359,,,,,,,,
244,4/5/2017,11:52:00 AM,4,2017,2,Hamilton,Tidal Marsh,SBP,San Pablo Bay,38.054575,-122.492542,Formadahyde,4,7.4,5.7,10,374283,391908,17625,26873,473.64,0.75,0.5625,3.14,209.1403814,18.1,18.1,Regression,10755,6.12,6.8,37.08,23,,,2,9.562954734,517,2472.023798,0,,27,,0,0,0,0,0,,0,0,1,,1,0,1,,,0,2,0,10,0,,0,0,0,0,,0,,2,,1,0,11,267,12766.54457,,,,,,,,
27,1/26/2017,10:51:00 AM,1,2017,1,Sonoma Marsh,Tidal Marsh,SBP,San Pablo Bay,38.17093,-122.409085,Formadahyde,8.8,4.6,6.7,10,197443,215075,17632,26873,473.83,0.75,0.5625,3.14,209.2234442,8.35,8.35,Regression,1275,0.63,0.7,34.8,24,na,na,0,0,0,0,0,,0,,0,0,0,0,0,,0,0,0,,0,0,0,,,0,0,0,25,0,,0,0,0,0,,0,,1,,0,0,5,0,0,cannot read zoop numbers well; zoop numbers are wrong,,,,,,,
73,2/10/2017,2:15:00 PM,2,2017,1,Petaluma River,Channel Surface,SBP,San Pablo Bay,38.169897,-122.526208,Formadahyde,21.4,,10.7,10,724622,742300,17678,26873,475.06,0.75,0.5625,3.14,209.7692858,10.75,10.75,Regression,1217,0.58,0.7,143.8,17,na,na,1,4.767142131,51,243.1242487,0,,0,,0,0,0,0,0,,0,0,0,,0,0,0,,,0,0,0,79,0,,0,0,0,0,,0,,1,,0,0,97,16,762.7427409,,,,,,,,
28,1/26/2016,11:10:00 AM,1,2016,1,Honker Bay,Shoal,SB,SB,38.070047,-121.93369,,5,5.7,5.35,10,668429,686111,17682,26873,475.17,0.75,0.5625,3.14,209.8167503,6.76,,,,0.2,0,,,,,0,0,0,0,0,0,,,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,,0,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
207,4/3/2017,11:30:00 AM,4,2017,2,Channel,Channel Surface,SB,SB,38.043103,-121.92226,Formadahyde,38.4,38.6,38.5,10,889237,906982,17745,26873,476.86,0.75,0.5625,3.14,210.5643159,14.5,14.5,Regression,148,0.07,0.1,18.8,39,,,0,0,1,4.749142777,0,,0,,0,0,0,0,0,,0,0,0,,0,0,0,,,0,0,0,53,0,,0,0,2,0,,0,,0,,0,0,0,0,0,,,,,,,,
248,4/5/2017,2:19:00 PM,4,2017,2,SanPablo OW,Shoal,SBP,San Pablo Bay,38.025607,-122.372027,Formadahyde,6,3.7,4.9,10,487972,505743,17771,26873,477.56,0.75,0.5625,3.14,210.872835,16.01,16.01,Regression,13615,7.89,8.8,40.2,25,,,5,23.71097254,39,184.9455858,0,,95,,0,0,0,0,0,,0,0,0,,0,0,0,,,0,16,0,24,0,,0,0,0,0,,0,,0,,0,0,35,38,1802.033913,,,,,,,,
240,4/5/2017,9:47:00 AM,4,2017,2,Channel,Tidal Marsh,SBP,San Pablo Bay,38.050475,-122.309473,Formadahyde,4.2,10.6,7.4,10,303682,321490,17808,26873,478.55,0.75,0.5625,3.14,211.3118815,17.39,17.39,Regression,10308,5.86,6.5,50.32,19,,,22,104.1115144,404,1911.865992,0,,28,,0,0,0,0,0,,0,0,0,,3,0,0,,,0,2,0,58,0,,0,0,0,0,,0,,1,,0,0,23,418,19781.18774,,,,,,,,
79,2/22/2016,10:48:00 AM,2,2016,1,ROE Island,Shoal,SB,SB,38.075965,-122.03909,,5,3.6,4.3,10,404485,422352,17867,26873,480.14,0.75,0.5625,3.14,212.0119826,8.59,,,5547,2.97,3.3,53.9,,,,7,33.01700174,78,753.6931748,0,0,,,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,,0,,0,0,0,0,0,0,0,0,0,13,,,,,,,,,,,
17,1/25/2017,11:09:00 AM,1,2017,1,Gallinas Creek,Tidal Marsh,SBP,San Pablo Bay,38.009467,-122.503653,Formadahyde,4.1,8.9,6.5,10,67924,85821,17897,26873,480.95,0.75,0.5625,3.14,212.3679663,8.35,8.35,Regression,3152,1.64,1.8,87.7,20,na,na,0,0,174,819.3326095,0,,0,,0,0,0,0,0,,0,0,0,,0,0,0,,,0,0,1,0,0,,0,0,0,0,,0,,0,,0,0,30,1,47.088081,Using new housing (PVC) fot zooplankton counter. Larger diameter than previous c,,,,,,,
245,4/5/2017,12:15:00 PM,4,2017,2,SanPablo OW,Shoal,SBP,San Pablo Bay,38.020377,-122.45384,Formadahyde,9.2,10,9.6,10,391908,409839,17931,26873,481.86,0.75,0.5625,3.14,212.7714144,14.97,14.97,Regression,10234,5.81,6.5,17.01,42,,,0,0,3,14.09963838,0,,17,,0,0,0,0,0,,0,0,0,,0,0,0,,,0,1,0,7,0,,0,0,0,0,,0,,0,,0,0,3,3,140.9963838,,,,,,,,
249,4/5/2017,2:48:00 PM,4,2017,2,SanPablo OW,Shoal,SBP,San Pablo Bay,38.007852,-122.355892,Formadahyde,7.6,6.2,6.9,10,505743,523705,17962,26873,482.69,0.75,0.5625,3.14,213.1392641,15.12,15.12,Regression,15338,8.95,10,25.37,28,,,1,4.691768099,22,103.2188982,0,,4,,0,0,0,0,0,,0,0,0,,0,0,0,,,0,0,0,10,0,,0,0,0,0,,0,,0,,0,0,197,18,844.5182579,,,,,,,,
23,1/25/2016,1:42:00 PM,1,2016,1,Ryer,Shoal,SB,SB,38.079371,-122.02476,,6.5,7.9,7.2,10,595343,613311,17968,26873,482.85,0.75,0.5625,3.14,213.2104608,6.53,,,,0.63,0,,,,,8,37.52161113,4,38.43367113,0,0,,,0,,,,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,,0,,0,0,0,0,0,0,0,0,0,1,,,,,,,,,,,
247,4/5/2017,1:54:00 PM,4,2017,2,Channel,Channel Bottom,SBP,San Pablo Bay,38.025607,-122.372027,Formadahyde,42.4,34,38.2,10,469965,487972,18007,26873,483.90,0.75,0.5625,3.14,213.6732396,13.73,13.73,Regression,17009,10.79,11.2,13.44,61,75,17,0,0,2,9.360086475,0,,4,,0,0,0,0,0,,0,0,0,,0,0,0,,,0,2,0,23,0,,0,0,0,0,,0,,0,,0,0,107,47,2199.620322,Retowed since we hit bottom; wire angle changed between 15-24 degrees and went s,,,,,,,
242,4/5/2017,10:32:00 AM,4,2017,2,SanPablo OW,Shoal,SBP,San Pablo Bay,38.051558,-122.468007,Formadahyde,6.9,6.4,6.7,10,339558,357569,18011,26873,484.01,0.75,0.5625,3.14,213.720704,15.11,15.11,Regression,10951,6.24,6.9,13.57,40,,,0,0,12,56.14804638,0,,15,,0,0,0,0,0,,0,0,0,,0,0,0,,,0,0,0,5,0,,0,0,0,0,,0,,0,,0,0,2,1,46.79003865,,,,,,,,
241,4/5/2017,10:13:00 AM,4,2017,2,SanPablo OW,Shoal,SBP,San Pablo Bay,38.071282,-122.451373,Formadahyde,7.1,7.2,7.2,10,321490,339558,18068,26873,485.54,0.75,0.5625,3.14,214.3970729,15,15,Regression,10596,6.03,6.7,16.91,34,,,0,0,20,93.28485566,0,,13,,0,0,0,0,0,,0,0,0,,0,0,0,,,0,4,0,6,0,,0,0,0,0,,0,,0,,0,0,1,1,46.64242783,,,,,,,,
239,4/5/2017,9:08:00 AM,4,2017,2,Channel,Tidal Marsh,SBP,San Pablo Bay,38.050475,-122.309473,Formadahyde,10,13.5,11.8,10,285579,303682,18103,26873,486.48,0.75,0.5625,3.14,214.8123872,17.14,17.14,Regression,9564,5.4,6,65.6,16,,,5,23.27612511,792,3686.938218,0,,39,,0,0,0,0,0,,0,0,0,,2,0,5,,,0,0,0,93,0,,0,0,0,0,,0,,10,,0,0,90,5760,268140.9613,,,,,,,,
4,1/12/2016,2:26:00 PM,1,2016,1,Grizzly Bay,Shoal,SB,SB,38.059188,-122.11995,,2.9,3.8,3.35,10,352888,371038,18150,26873,487.75,0.75,0.5625,3.14,215.3700949,5.24,,,19970,11.76,13.3,17.7,,,,4,18.57268068,1124,10691.56545,0,0,,,0,,,,0,0,0,0,0,0,0,32,0,0,0,0,0,0,8,,0,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
218,4/4/2017,9:52:00 AM,4,2017,2,Ryer Island shoal ,Shoal,SB,SB,38.075125,-122.023182,Formadahyde,6.1,6.8,6.5,10,63487,81640,18153,26873,487.83,0.75,0.5625,3.14,215.4056932,14.52,14.52,Regression,146,0.07,0.1,13.9,42,,,0,0,0,0,0,,0,,0,0,0,0,0,,0,0,0,,0,0,0,,,0,0,0,31,0,,0,0,4,0,,0,,0,,0,0,0,0,0,,,,,,,,
173,3/21/2017,11:06:00 AM,3,2017,1,Chipps Island Channel,Tidal Marsh,SB,SB,38.054737,-121.920258,Formadahyde,8.5,6.8,7.7,10,98992,117161,18169,26873,488.26,0.75,0.5625,3.14,215.5955512,14.76,14.76,Regression,212,,0.1,115.7,,,,0,0,0,0,0,,0,,0,0,0,0,0,,0,0,0,,0,0,0,,,0,0,0,20,0,,0,0,0,0,,0,,0,,0,0,0,0,0,,,,,,,,
220,4/4/2017,10:48:00 AM,4,2017,2,Ryer Island,Tidal Marsh,SB,SB,38.074762,-122.004447,Formadahyde,5.1,6.4,5.8,10,100627,118909,18282,26873,491.29,0.75,0.5625,3.14,216.9364228,14.83,14.83,Regression,235,0.11,0.1,13.2,50,,,0,0,0,0,0,,0,,0,0,0,0,0,,0,0,0,,0,0,0,,,0,0,0,30,0,,0,0,0,0,,0,,0,,0,0,0,0,0,,,,,,,,
205,4/3/2017,10:20:00 AM,4,2017,2,Broad slough,Shoal,SB,SB,38.040617,-121.836102,Formadahyde,9.1,8.9,9,10,857191,875525,18334,26873,492.69,0.75,0.5625,3.14,217.5534611,14.46,14.46,Regression,140.2,0.07,0.1,11.9,52,,,0,0,0,0,0,,0,,0,0,0,0,0,,0,0,0,,0,0,0,,,0,0,0,6,0,,0,0,2,0,,0,,0,,0,0,0,0,0,,,,,,,,
126,3/6/2017,10:32:00 AM,3,2017,1,Broad slough,Channel Surface,SB,SB,38.039363,-121.852003,Formadahyde,45.7,15.6,30.7,10,519200,537538,18338,26873,492.80,0.75,0.5625,3.14,217.6009256,11.3,11.3,SLS 801,198,0.09,0.1,16,39,na,na,0,0,0,0,0,,0,,0,0,0,0,0,,0,0,0,,0,0,0,,,0,0,0,70,0,,0,0,0,0,,0,,0,,0,0,0,0,0,,,,,,,,
102,2/25/2016,2:18:00 PM,2,2016,1,Stake Point,Tidal Marsh,SB,SB,38.039014,-121.94638,,6.2,5.7,5.95,10,763401,781914,18513,26873,497.50,0.75,0.5625,3.14,219.6774968,9.93,,,1244,0.63,0.7,25.5,,,,0,0,58,540.8823495,0,0,,,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,,0,,0,0,0,0,0,0,0,0,0,1,,,,,,,,,,,
18,1/25/2017,11:59:00 AM,1,2017,1,Hamilton,Tidal Marsh,SBP,San Pablo Bay,38.054128,-122.49328,Formadahyde,4.7,7.1,5.9,10,85821,104336,18515,26873,497.55,0.75,0.5625,3.14,219.701229,8.35,8.35,Regression,4463,2.36,2.7,55.4,8,na,na,1,4.551635895,861,3918.958505,0,,0,,0,0,0,0,0,,0,0,0,,0,0,0,,,0,0,0,5,0,,0,0,0,0,,0,,0,,0,0,55,4,182.0654358,cod end of zoop net in fish net when pulled out,,,,,,,
32,1/26/2017,2:03:00 PM,1,2017,1,SanPablo OW,Shoal,SBP,San Pablo Bay,38.11933,-122.388428,Formadahyde,4.4,4.8,4.6,10,265514,284136,18622,26873,500.43,0.75,0.5625,3.14,220.9709039,8.35,8.35,Regression,2662,1.37,1.5,74.4,19,na,na,1,4.525482687,390,1764.938248,0,,0,,0,0,0,0,0,,0,0,0,,0,0,0,,,0,0,0,2,0,,0,0,0,0,,0,,0,,0,0,7,1,45.25482687,,,,,,,,
3,1/12/2016,1:34:00 PM,1,2016,1,Benicia Flats,Shoal,WSB,SB,38.051609,-122.16586,,6.7,8.1,7.4,10,334159,352888,18729,26873,503.30,0.75,0.5625,3.14,222.2405789,5.44,,,,14.44,0.1,16,,,,0,0,478,4406.207283,0,0,,,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
148,3/8/2017,8:37:00 AM,3,2017,1,SanPablo OW,Channel Bottom,SBP,San Pablo Bay,38.052565,-122.350992,Formadahyde,35,29.3,32.2,10,891913,910688,18775,26873,504.54,0.75,0.5625,3.14,222.7864204,11.2,11.2,Regression,31900,,22.3,179.3,23,60,19,0,0,295,1324.138156,0,,3,,0,0,0,0,0,,0,0,0,,0,0,0,,,0,1,0,12,0,,0,0,0,0,,0,,0,,0,3,1013,8192,367706.4332,"depth from 35 to 31 feet in first minute, tow mostly 29 to 31 ft range consistan",,,,,,,
,3/13/2017,12:32:00 PM,3,2017,1,Alviso Slough,Shoal,South Bay,South Bay,37.453983,-122.018223,,10,8.5,9.25,10,999207,17992,18784,26873,504.78,0.75,0.5625,3.14,222.8932155,16.85,,,9616,6.013602368,6.013602368,102.2,17,,,39,174.9716783,1995,,0,0,559,1,0,0,0,0,0,0,0,0,0,0,0,0,73,0,0,0,0,0,498,0,,0,0,0,0,0,0,0,1,0,0,0,2186,,,,,,,,,,
32,1/26/2016,2:10:00 PM,1,2016,1,Brown,Tidal Marsh,SB,SB,38.038893,-121.85952,,12.4,15,13.7,10,738625,757438,18813,26873,505.56,0.75,0.5625,3.14,223.237333,6.74,,,,0.73,0,,,,,1,4.479537479,0,0,0,0,,,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,,0,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
219,4/4/2017,10:17:00 AM,4,2017,2,Ryer Island,Tidal Marsh,SB,SB,38.075713,-122.008365,Formadahyde,12.1,6.6,9.4,10,81640,100627,18987,26873,510.24,0.75,0.5625,3.14,225.3020381,14.55,14.55,Regression,161.2,0.08,0.1,14.5,42,,,0,0,0,0,0,,0,,0,0,0,0,0,,0,0,0,,0,0,0,,,0,0,0,39,0,,0,0,0,0,,0,,0,,0,0,0,0,0,,,,,,,,
,3/13/2017,11:24:00 AM,3,2017,1,Don Edwards SanÿFrancisco Bay NWR,Shoal,South Bay,South Bay,37.485527,-122.074175,,5.7,4.4,5.05,10,963039,982143,19104,26873,513.38,0.75,0.5625,3.14,226.6903742,15.78,,,12493,7.930625147,7.930625147,109.8,17,,,6,26.46781991,168,,0,0,91,0,0,0,1,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,13,0,,0,0,0,0,0,0,0,0,0,0,0,773,,,,,,,,,,
80,2/14/2017,11:23:00 AM,2,2017,1,SanPablo OW,Shoal,SBP,San Pablo Bay,38.057367,-122.458568,Formadahyde,6,6,6,10,830064,849525,19461,26873,522.98,0.75,0.5625,3.14,230.9265794,10.75,10.75,Regression,2083,1.07,1.2,155.9,15,na,na,10,43.30380689,388,1680.187707,0,,0,,0,0,0,0,0,,0,0,0,,0,0,0,,,0,0,0,21,0,,0,0,0,0,,0,,0,,0,0,237,90,3897.34262,,,,,,,,
152,3/9/2017,8:32:00 AM,3,2017,1,Carquinez Straight,Channel Surface,WSB,SB,38.057603,-122.270917,Formadahyde,34,35.4,34.7,10,566047,585547,19500,26873,524.02,0.75,0.5625,3.14,231.3893581,11.59,11.59,Regression,1617,,0.9,37.5,29,na,na,17,73.46923877,39,168.5470772,0,,0,,3,0,0,0,0,,0,0,0,,0,0,0,,,0,0,0,71,0,,0,0,1,0,,0,,0,,0,0,0,0,0,"Started using old net (fish net: 75cm diameter, zoopnet: 12cm diameter)",,,,,,,
50,2/6/2017,4:12:00 PM,2,2017,1,Mouthball fleet,Channel Bottom,SB,SB,38.087833,-122.068303,Formadahyde,32.4,32.6,32.5,10,424590,444869,20279,26873,544.96,0.75,0.5625,3.14,240.6330663,9.4,9.4,SLS 418,228,0.11,0.1,36,,45,20,1,4.155704847,0,0,0,,0,,0,0,0,0,0,,0,0,0,,0,0,0,,,0,0,0,10,0,,0,0,0,0,,0,,0,,0,0,0,1,41.55704847,,,,,,,,
9,1/14/2016,10:48:00 AM,1,2016,1,Mullard,Shoal,SB,SB,38.040385,-121.90677,,10.9,5,7.95,10,420908,442501,21593,26873,580.27,0.75,0.5625,3.14,256.2251492,4.84,,,10440,5.6,6.6,,,,,0,0,231,1846.930751,0,0,,,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,,0,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
21,1/25/2017,1:13:00 PM,1,2017,1,SanPablo OW,Shoal,SBP,San Pablo Bay,38.034973,-122.421985,Formadahyde,15.5,13.8,14.7,10,139064,161219,22155,26873,595.37,0.75,0.5625,3.14,262.8939092,8.35,8.35,Regression,3395,1.78,2,36.9,23,na,na,3,11.41144734,375,1426.430917,0,,0,,0,0,0,0,0,,0,0,0,,0,0,0,,,0,0,0,4,0,,0,0,0,0,,0,,0,,0,0,0,2,76.07631558,; over 10 min tow,,,,,,,
250,4/5/2017,3:12:00 PM,4,2017,2,Channel,Channel Surface,SBP,San Pablo Bay,38.0249,-122.30432,Formadahyde,30.7,29.5,30.1,10,523705,545897,22192,26873,596.37,0.75,0.5625,3.14,263.3329556,15.28,15.28,Regression,6223,3.45,3.8,11.44,49,,,1,3.797473801,16,60.75958083,0,,2,,0,0,0,0,0,,0,0,0,,0,0,0,,,0,5,0,3,0,,0,0,0,0,,0,,0,,0,0,3,1,37.97473802,,,,,,,,
48,2/6/2017,3:23:00 PM,2,2017,1,Grizzly Bay,Shoal,SB,SB,38.109418,-122.050942,Formadahyde,6.5,,6.5,10,400743,,,26873,0.00,0.75,0.5625,3.14,175,9.1,9.1,SLS 609,592,0.28,0.3,65.9,18,na,na,0,0,0,0,0,,0,,0,0,0,0,0,,0,0,0,,0,0,0,,,0,0,0,18,0,,0,0,0,0,,0,,0,,0,0,0,13,701.4136182,Did not get end number,,,,,,,
40,2/6/2017,12:03:00 PM,2,2017,1,Honker Bay ,Shoal,SB,SB,38.069237,-121.958365,Formadahyde,9.6,10.7,10.2,10,355890,357233,1343,26873,36.09,0.75,0.5625,3.14,176.07,9.4,9.4,SLS 519,244,0.12,0.1,23.9,36,na,na,1,5.679559266,0,0,0,,0,,0,0,0,0,0,,0,0,0,,0,0,0,,,0,0,0,42,0,,0,0,0,0,,0,,0,,0,0,0,0,0,,,,,,,,
7,1/24/2017,10:46:00 AM,1,2017,1,Roe Island shoal,Shoal,SB,SB,38.06826,-122.035998,Formadahyde,8.3,7.7,8,10,981224,982574,1350,26873,36.28,0.75,0.5625,3.14,176.07,8.9,8.9,SLS 501,197,0.09,0.1,74.8,23,na,na,1,5.679559266,0,0,0,,0,,0,0,0,1,0,,0,0,0,,0,0,0,,,0,0,0,18,0,,0,0,0,0,,0,,0,,0,0,0,3,161.8646811,Zoop net not sampling straight- net very twisted; fish flow meter dry,,,,,,,
37,2/6/2017,10:35:00 AM,2,2017,1,Chipps Island Channel,Channel Surface,SB,SB,38.050902,-121.926188,Formadahyde,34.6,19,26.8,10,329994,331856,1862,26873,50.04,0.75,0.5625,3.14,176.07,9.2,9.2,SLS 508,247,0.12,0.1,28.3,28.5,na,na,0,0,0,0,0,,0,,0,0,0,0,0,,0,0,0,,0,0,0,,,0,0,0,112,0,,0,0,0,0,,0,,0,,0,0,0,0,0,Zooplankton flow meter not working well,,,,,,,
